client_hash,transaction_hash,merchant_name,merchant_id,amount_cents,amount_cents,emitted_at,settled_at,deleted_at,status
b7e1ac5fa883c3caf73600841686ba99,01e7169c0cd6c913537071f27d1c1cc2,SEMEPA RO SC CA,04368661,540,EUR,2017-07-15 15:56:14,2017-07-17 09:51:28,,1
e7e4ebea3abcde2c9c90ced46bf70313,97352490d66887ccf9b6b16f9e8f0c99,RS COMPONENTS,4302590,12090,EUR,2017-10-23 17:20:19,2017-10-27 13:09:12,,1
e899875fb9780a3ce601d4eba41a2c19,34eaefe313d6c180a0115241b37fa6e0,ADDEVENT INC,2288432RM0K1NDE,553,EUR,2017-05-09 09:53:52,2017-05-12 03:14:44,,1
99cd8fa91bba2ba3fbd4ffb8543ccec1,cd8ee15720e14ae43accbbb067ac288f,Amazon Retail FR,273176000156182,4708,EUR,2017-06-16 22:53:55,2017-06-19 14:48:38,,1
d0795b20369d0cd5203c7d19dbcf6d85,cbcd285c585065434163b57319f2953c,THE BLACK LAB COFFEE H,520334508197621,2325,EUR,2017-10-19 12:26:42,2017-10-20 11:31:04,,1
714349de24dc5c3678277d448788cb0d,01a81aa463cf6eb304fc26336063f1b8,CENTRE DISTRIBUT,8513737,5749,EUR,2017-04-30 10:53:58,2017-05-02 16:51:18,,1
2178b508f5829c7657591c6d447a8e15,a0752526f12e42c5f77192bf2db43482,FACEBK *W379RCNL82,180932000067204,59611,EUR,2017-10-14 01:20:59,2017-10-16 11:19:03,,1
714349de24dc5c3678277d448788cb0d,61640f025fd739a773727e33cdfb5565,MONOPRIX       9300208,9300208,1055,EUR,2017-05-03 11:44:05,2017-05-04 11:59:15,,1
52f34232aee2ff51ea35c6acae85f778,a6659eac83dfb4a96f98122178a93634,COFIROUTE,0805990,2270,EUR,2017-10-23 18:55:19,2017-10-26 05:20:21,,1
b9bb9e4c80c5c21eecd6a54eaeafba3a,429ae5516f8498ade5764ee16e5174e1,DELIVEROOFR,2288442BPGZBFYS,1450,EUR,2017-10-23 18:43:57,2017-10-24 12:59:45,,1
cd5938fd942d7a4316926cabf53586d3,a3e25ad22a30f271c4ece98f1d727c6d,REL. PONT AVAL,118994257367001,1849,EUR,2017-10-23 17:44:17,2017-10-24 13:58:29,,1
cd5938fd942d7a4316926cabf53586d3,bdf7f75c52e29d23606c41a8a9c3c05c,LA POSTE L920400,0792040,146,EUR,2017-10-14 09:24:19,2017-10-16 11:19:26,,1
cd5938fd942d7a4316926cabf53586d3,7a466d42d2286919531d06974f3cf9ae,CARREFOUR ISSY,2519985,474,EUR,2017-10-14 10:56:42,2017-10-16 12:31:17,,1
69555a7d9f2a3ba92480d2372cec0f42,12e54570d3e2561f1dce12aae8a2ed80,SAS CANDIDO,08790076,800,EUR,2017-05-09 10:23:09,2017-05-10 04:24:54,,1
eb88281d1fd6a222f1980f69f0e093a3,5600c02cae8306be6dbcdd8b34f3b354,ADOBE SYSTEMS SOFTWARE,221687000217496,100,EUR,2017-07-07 14:27:09,,2017-07-17 23:23:48.833867,3
cd5938fd942d7a4316926cabf53586d3,1407e213d7db95568d3a33fc231d624e,CARREFOUR ISSY,2519985,353,EUR,2017-10-14 08:18:23,2017-10-16 15:47:23,,1
d90c88e25326d649bfa80c7fc3d5cc96,ade73594363d983ad015d1a246ba7516,France_vending,9846958,30,EUR,2017-05-02 07:22:49,2017-05-03 13:37:45,,1
d30a4fa029dbfb165d6ec333bab35c2a,faf040b3586a2a0050200c4bccc14c1e,NESPRESSO FRANC,4541197,3750,EUR,2017-07-06 06:24:07,2017-07-07 10:08:02,,1
714349de24dc5c3678277d448788cb0d,7dd79dd0b2fe3a5d73f8f2abf7ae6e7c,MONOPRIX       9300169,9300169,138,EUR,2017-05-09 14:53:18,2017-05-10 11:31:16,,1
ad83f05b4eb6221d99e6f0dd0dfbcd7c,29a09e2f87abf65e4d2b91f093df3f25,ALLORESTO.FR,04790308,2575,EUR,2017-05-07 19:41:31,2017-05-09 10:43:58,,1
460bd0259e5ff541efa088e880e8d0f7,045ab37f839ae152c5150ee69aa91442,INTUITQUICKBOOKSONLINE,011901524,136,EUR,2017-06-19 12:15:51,2017-06-22 12:15:24,,1
9cd86d2705df05d4ac9568c7f7f262a5,66858c374e7872a55d4d763804a3ecdf,TOTAL,4379235,8875,EUR,2017-10-17 11:35:42,2017-10-19 11:08:34,,1
3ab9149be0832bd09dffe024b34f82be,e378c451d8d73d5fc512e69ab9112a24,FACEBK *83PEZCAZ32,180932000067204,40460,EUR,2017-10-16 10:51:19,2017-10-17 03:44:05,,1
460bd0259e5ff541efa088e880e8d0f7,855dc8f03cc7c7312b7965c65b19d55e,PAYPAL,4513668,359,EUR,2017-07-02 13:32:35,2017-07-03 13:37:46,,1
2178b508f5829c7657591c6d447a8e15,afc139a0939b5200df04a528c439cd5d,ADOBE SYSTEMS SOFTWARE,221687000217496,100,EUR,2017-07-04 09:44:03,,2017-07-14 23:23:24.389616,3
d30a4fa029dbfb165d6ec333bab35c2a,1f0656b8c2a45505ab3d2aabb36f5b74,AMAZON EU SARL,12090401010,229,EUR,2017-05-01 01:01:34,2017-05-08 09:01:39,,1
b7e1ac5fa883c3caf73600841686ba99,f7b8473f94e107ee8d74d0bac6f27636,LYDIA APP,4540013,100,EUR,2017-09-20 04:54:48,,2017-09-30 23:22:34.780594,3
d30a4fa029dbfb165d6ec333bab35c2a,765ce2f5fd31ca07a89d27124786474c,FRONTAPP.COM,000445282996997,29304,EUR,2017-09-16 14:57:42,2017-09-18 10:50:32,,1
d30a4fa029dbfb165d6ec333bab35c2a,d8349a966ad19b0ef23f47364f1e7d21,AMAZON EU SARL,12090401010,5882,EUR,2017-05-01 01:01:29,2017-05-08 09:01:37,,1
d30a9e7ebd7040162699b48928b4a718,d267a7b7eedfa71a4ef24c45875842b0,STATIOMT10HORO75,2339623,900,EUR,2017-07-06 06:44:28,,2017-07-06 07:45:55.830765,3
d30a9e7ebd7040162699b48928b4a718,c51597a08b6a22124e6e4d2ac4f23c1f,BODY MINUTE,*82261514200012,3000,EUR,2017-05-04 11:34:16,2017-05-08 06:45:29,,1
99cd8fa91bba2ba3fbd4ffb8543ccec1,3161d260ecb46d9e8050267ac4c63245,SOCIETE.COM,5827453,948,EUR,2017-07-21 12:00:02,,,2
cd5938fd942d7a4316926cabf53586d3,9bab08cae4b8754a7d078299133d1336,TOTAL,4377782,10795,EUR,2017-10-15 11:47:29,2017-10-16 15:47:24,,1
b9bb9e4c80c5c21eecd6a54eaeafba3a,7b8c24a605a82f3ad3030e7a27e3173f,UBER FR OCT23 A3363 HE,526567000002183,1602,EUR,2017-10-23 17:56:05,2017-10-24 04:48:15,,1
cd5938fd942d7a4316926cabf53586d3,62ec11f638e7a0cb2b61796f0c926eb6,LE CHAT BOSSU,05172637,6390,EUR,2017-10-15 21:51:06,2017-10-17 04:29:19,,1
8ed48224baea7f4204735480e9d828a9,c0d9c651da39d1603e2d0e629a58e28b,DELIVEROOFR,2288442BPGZBFYS,3110,EUR,2017-10-23 17:59:49,2017-10-24 12:59:10,,1
714349de24dc5c3678277d448788cb0d,e9b4283af25b63cca3a6dcb0878096a7,GEPI 66,2413055,282,EUR,2017-05-04 14:14:23,2017-05-08 06:45:28,,1
d30a4fa029dbfb165d6ec333bab35c2a,8f87dce19eafd120e253d553f6949bdc,AMAZON MKTPLACE PMTS,175898000762203,1378,EUR,2017-05-06 20:52:39,2017-05-08 13:20:05,,1
714349de24dc5c3678277d448788cb0d,4d45252d263cd609796e51564182636b,GEPI 66,2413055,512,EUR,2017-04-29 15:57:30,2017-05-02 12:34:46,,1
a61b85075af47cd0138aed36224ce211,f7d7e921e4c13602af8a5ff7a882b97b,FP SEAP,*31443994400021,2900,EUR,2017-05-14 10:36:43,2017-05-17 04:28:05,,1
52f34232aee2ff51ea35c6acae85f778,9f57f82e71e2f02698c4cf98128ff2e4,STAT PAIE HOROBB,2346562,370,EUR,2017-10-16 07:31:46,2017-10-17 11:04:22,,1
714349de24dc5c3678277d448788cb0d,6b4361b983a45350e40b3747466ac66a,MONOPRIX       9300208,9300208,825,EUR,2017-04-30 10:35:31,2017-05-02 12:34:45,,1
cd5938fd942d7a4316926cabf53586d3,1b6e09f55106d0ad9e9529893ea55e85,LES COLONNES,0295151,3330,EUR,2017-10-19 12:44:57,2017-10-20 11:31:17,,1
3ab9149be0832bd09dffe024b34f82be,09d1ca7ea1197e50f1e01800a68e6f9f,ALIEXPRESS,6009800,6216,EUR,2017-10-13 23:26:44,2017-10-17 03:44:11,,1
6f84490bd7ede03fce6e39396519dd02,388122e7c4908f94dcb76bdac698475c,Amazon Retail FR,273176000156182,29440,EUR,2017-10-16 08:36:37,2017-10-17 03:44:16,,1
b37ec34fd745d146a6c9be738c35a69b,038840d937ae22f317fd19b223b9c2ff,Amazon Retail FR,273176000156182,49898,EUR,2017-10-16 10:17:13,2017-10-17 04:29:27,,1
d90c88e25326d649bfa80c7fc3d5cc96,fb8c0da844799d37d77bcb35d248d6e7,MYBOXMANCOM,2288442CB1KZHWT,1278,EUR,2017-07-03 08:32:41,,2017-07-03 11:26:00.068415,3
8ed48224baea7f4204735480e9d828a9,dc7c9e67ea0075ff2f6c1bb4e33dec1a,COMTE MALESHERBE,08806913,1070,EUR,2017-10-17 11:55:28,2017-10-18 04:13:39,,1
d30a4fa029dbfb165d6ec333bab35c2a,bb53029013dec44ee58493b6eabe1647,AUTOLIB',6242968,2748,EUR,2017-05-10 14:57:39,2017-05-11 12:12:06,,1
d30a9e7ebd7040162699b48928b4a718,f1eb259e8660a4a1de8a82abe2675718,INFOGREFFE CB,3226129,1980,EUR,2017-06-29 13:18:56,2017-07-03 05:43:55,,1
0bcd6d9e20ffb8628d09243313f7a396,dd0face2ed05685605512d8345594a5e,GOOGLE *SERVICES,249018000020254,100,EUR,2017-07-05 13:58:53,,2017-07-05 14:14:07.652361,3
d90c88e25326d649bfa80c7fc3d5cc96,de156f23c4bcb8936febd9c761cf638f,MYBOXMANCOM,2288442CB1KZHWT,810,EUR,2017-07-03 08:20:28,,2017-07-10 08:20:49.41026,3
8ed48224baea7f4204735480e9d828a9,e0e74c283fbb6faa38e98ff41d31d913,DELIVEROOFR,2288442BPGZBFYS,2030,EUR,2017-10-17 18:22:44,2017-10-18 11:11:57,,1
1bc1e6db5a51aedd2c7ef5f232d142e4,8dcbdaa1e15e33c2a82a58c919d16b39,KT-DRAL,4423936,6100,EUR,2017-10-23 17:13:00,2017-10-25 05:15:26,,1
2178b508f5829c7657591c6d447a8e15,1b95abd9898f58c7bbc5560d3fde98dd,VISTAPR*VISTAPRINT.FR,28468763,15351,EUR,2017-10-17 12:37:06,2017-10-18 03:30:34,,1
c8cf91d203234fe84566cdd75fdf6eed,5a9d9f4cef3312017fe3a12976219b73,Amazon Marketplace FR,273141000156182,1098,EUR,2017-10-16 11:07:31,2017-10-18 03:30:36,,1
eb88281d1fd6a222f1980f69f0e093a3,3e8ad76f71267cc7faf9e045d249bdc7,ATLASSIAN,05253433,6047,EUR,2017-10-28 07:27:00,2017-10-30 17:31:39,,1
eb88281d1fd6a222f1980f69f0e093a3,cc34578164d61ebb1187f73ea428aacf,AMAZON MKTPLACE PMTS,175898000762203,6564,EUR,2017-07-03 08:34:16,2017-07-04 10:31:49,,1
d30a4fa029dbfb165d6ec333bab35c2a,85eec730adadbbd7706d94458e360b3d,VISIBLE.VC,000445367530992,4512,EUR,2017-05-13 02:24:49,2017-05-15 09:14:54,,1
2178b508f5829c7657591c6d447a8e15,e7d7f223e13ab87f05f3b6ebb4123fa8,FACEBK *N3TBSCNL82,180932000067204,463,EUR,2017-10-17 21:48:26,2017-10-18 11:11:49,,1
d30a4fa029dbfb165d6ec333bab35c2a,f1db3c78e50223409c37232e79cea96e,AMAZON MKTPLACE PMTS,175898000762203,1111,EUR,2017-05-12 20:24:51,2017-05-15 05:28:00,,1
714349de24dc5c3678277d448788cb0d,4ebf4baa7e6db126d9669dde7282b151,AMAZON PAYMENTS,12441535015,340,EUR,2017-05-10 07:28:51,2017-05-11 13:11:50,,1
fd03170d2b7953413eb3c5672e658508,6fdeaaef539735de151d1e28797d771f,Taxify 17.10.25 1733,526567000022884,2550,EUR,2017-10-25 18:47:33,2017-10-26 12:11:30,,1
02e1c2d021515d4849301b7a179b1c1c,da4e203aff328e37971c0a87ef7aca4f,PAYPAL,4513668,32784,EUR,2017-07-03 21:14:34,2017-07-05 10:22:30,,1
d30a4fa029dbfb165d6ec333bab35c2a,24f95f1b3c27767245c2d6e82791cad6,SurveyMonkey,526567000025978,2917,EUR,2017-06-08 14:31:50,2017-06-09 03:17:54,,1
e899875fb9780a3ce601d4eba41a2c19,f7d0da2862ac6b744020b9a0574c4c3a,WORKABLE,013028118,3167,EUR,2017-08-18 09:51:33,2017-08-21 07:09:44,,1
714349de24dc5c3678277d448788cb0d,14733d318ce8c678d2f96f43a484c29c,BP VAUCRESSON,2489751,5000,EUR,2017-04-22 08:12:18,2017-04-24 11:18:18,,1
b9bb9e4c80c5c21eecd6a54eaeafba3a,cbc038967978dab0fb84bbf7342debf6,UBER FR OCT19 EZYNN HE,526567000002183,2185,EUR,2017-10-19 05:58:30,2017-10-19 11:08:16,,1
6fd8735d9b503091b73d46648551db94,0ff5082ee5e6e0797fd5154275584736,INPI VADS,2338701,21000,EUR,2017-09-15 10:50:20,2017-09-18 15:23:55,,1
6fd8735d9b503091b73d46648551db94,4bd8c736f310b8f710f1f2d115a286c9,hooksound,170170063259,1512,EUR,2017-09-14 08:44:09,2017-09-18 06:36:50,,1
d30a4fa029dbfb165d6ec333bab35c2a,c0ef142108e2f54990b9344a71f6b31a,LE 1,4211746,900,EUR,2017-05-10 20:58:18,2017-05-12 11:35:13,,1
69555a7d9f2a3ba92480d2372cec0f42,e23f73c7991b7c0a784d258a5c9e7c2d,AMAZON PAYMENTS,12441535015,999,EUR,2017-05-10 20:53:34,2017-05-12 12:35:05,,1
69555a7d9f2a3ba92480d2372cec0f42,fd9958761a5b348b7d7eef5952cd3f38,AMAZON PAYMENTS,12441535015,1398,EUR,2017-05-10 20:53:30,2017-05-12 10:35:06,,1
02e1c2d021515d4849301b7a179b1c1c,38a3f691f0ae430d70b66ceee8c791b1,PAYPAL,4513668,22606,EUR,2017-07-04 19:51:43,2017-07-06 12:30:28,,1
ad83f05b4eb6221d99e6f0dd0dfbcd7c,c861272f16153d2b4e0d006859a594ac,LE RIVA,7715612,6700,EUR,2017-07-04 21:42:29,2017-07-05 10:22:15,,1
b9bb9e4c80c5c21eecd6a54eaeafba3a,418226a5b802068e4c9147c11e5e0c35,Foodora,526567000206578,1650,EUR,2017-10-23 18:42:44,2017-10-26 12:11:36,,1
c8cf91d203234fe84566cdd75fdf6eed,6f073f5dbdf35a7e59215c2d8c2b9a51,INTERMARCHE DOUM,0163493,175,EUR,2017-10-18 11:41:13,2017-10-19 11:08:44,,1
714349de24dc5c3678277d448788cb0d,0a2735b94db0b3085ca9160c82e248e3,AUTOLIB',6242968,653,EUR,2017-04-18 16:38:10,2017-04-18 15:38:57,,1
d90c88e25326d649bfa80c7fc3d5cc96,342f0c844dfc13575e2d809d7b1d0761,STORENVY COM,000445284085997,88,EUR,2017-07-06 14:56:12,,2017-07-16 23:24:23.082384,3
d90c88e25326d649bfa80c7fc3d5cc96,9cf45d7327ba6a3ecfbb3048313f955a,AMZN.FR/PREM.NOW,12496408014,2057,EUR,2017-05-15 11:03:20,2017-05-16 12:59:02,,1
02e1c2d021515d4849301b7a179b1c1c,c8add39ae4913ebd89f736333362062a,PAYPAL,4513668,12126,EUR,2017-07-04 20:45:52,2017-07-06 12:30:26,,1
e7e4ebea3abcde2c9c90ced46bf70313,c0ca570cb48b6d89237c62f27078d3f1,LEROY MERLIN,1206492,5065,EUR,2017-10-18 14:23:29,2017-10-19 11:08:23,,1
714349de24dc5c3678277d448788cb0d,a72e9e4c69882763052a34a60fcd4f10,LE CACAOTIER,05214579,1090,EUR,2017-04-18 07:57:57,2017-04-18 06:59:13,,1
d90c88e25326d649bfa80c7fc3d5cc96,20fa65f4ff95352af1cf0f6eb97b892c,CASTORAMA,04201959,990,EUR,2017-06-10 13:44:04,2017-06-12 11:32:38,,1
69555a7d9f2a3ba92480d2372cec0f42,1987b87760e083afed66f7b8c01cb8ce,SC-LA POMPADOUR,05145993,1050,EUR,2017-05-15 11:03:37,2017-05-17 04:28:13,,1
e899875fb9780a3ce601d4eba41a2c19,5bf76ade721e963b82af65b3c388886d,MGP*MANGOPAY   0367942,10367942010,10000,EUR,2017-05-12 15:39:12,2017-05-15 07:10:29,,1
02e1c2d021515d4849301b7a179b1c1c,db6b963455ad3109cc0a818dc0f89ace,PAYPAL,4513668,100,EUR,2017-06-27 13:52:34,,2017-07-07 23:25:41.470615,3
c8cf91d203234fe84566cdd75fdf6eed,e116070fd577dfeb2aa7a3bcb3cb0b4e,AMENDE PVE TEL,2326190,3500,EUR,2017-10-17 20:08:37,2017-10-19 11:08:55,,1
cd5938fd942d7a4316926cabf53586d3,e09cf288bafbf92862be60e48ae6eba0,INTERMARCHE    0376259,10376259016,1045,EUR,2017-10-11 17:50:37,2017-10-19 11:09:03,,1
02e1c2d021515d4849301b7a179b1c1c,400b385d7cad3f243a6bab6e5f5734bb,PAYPAL,4513668,600,EUR,2017-07-07 21:57:33,2017-07-10 12:30:15,,1
ad83f05b4eb6221d99e6f0dd0dfbcd7c,c06070d316dd7e8c6084057412e98a41,PAYPAL,4513668,134187,EUR,2017-11-07 17:11:12,2017-11-10 14:03:12,,1
e899875fb9780a3ce601d4eba41a2c19,730593ec73b10743d4d748921edbc0fc,AMAZON EU SARL,12090401010,1306,EUR,2017-05-16 20:12:02,2017-05-18 11:44:45,,1
8ed48224baea7f4204735480e9d828a9,f30e66092922a44e85903366d96fb15a,CITYSCOOT,2786912,100,EUR,2017-07-10 11:57:53,,2017-07-20 23:24:20.23482,3
02e1c2d021515d4849301b7a179b1c1c,57351f310cc9da46920929e60ca6ce2c,1 ET 1 INTERNET SA,043130377500016,200,EUR,2017-07-04 10:12:54,,2017-07-14 23:23:25.899243,3
d90c88e25326d649bfa80c7fc3d5cc96,2a39582f943fbf7ff1bdd7f047e6c7bd,France_vending,9846958,30,EUR,2017-07-20 12:46:17,,2017-07-30 23:31:51.757814,3
d30a9e7ebd7040162699b48928b4a718,c040856a6b381bf6e5770d7782a57d46,BOULANGE BARLAN,04353586,1450,EUR,2017-07-05 06:07:40,2017-07-07 10:08:03,,1
99cd8fa91bba2ba3fbd4ffb8543ccec1,a000d3037fe955833f41e27cf57bff5c,VISTAPR*VistaPrint.com,262720000257262,11757,EUR,2017-05-02 13:56:32,2017-05-03 04:34:03,,1
99cd8fa91bba2ba3fbd4ffb8543ccec1,eaf6e0b8c62bba9293bbb2644b8fd71e,GOOGLE *SVCSAPPS_ecapi,089120000580423,1200,EUR,2017-05-02 08:40:42,2017-05-03 02:50:43,,1
99cd8fa91bba2ba3fbd4ffb8543ccec1,8ceb598f520d42c9e2b0a2664f644e51,GOOGLE *SVCSAPPS_ecapi,089120000580423,1200,EUR,2017-04-02 21:14:44,2017-04-03 10:35:44,,1
02e1c2d021515d4849301b7a179b1c1c,cc9454f26cef937a12898e66cfc05a36,1 ET 1 INTERNET SA,043130377500016,200,EUR,2017-07-04 10:13:52,,2017-07-14 23:23:25.900454,3
d30a9e7ebd7040162699b48928b4a718,7958edacc98966ee7457d4e85e98b05d,PHARMACIE PLACE,*37906553500013,1090,EUR,2017-07-05 17:12:39,2017-07-07 03:40:13,,1
c8cf91d203234fe84566cdd75fdf6eed,0cc5ce2f4f4b75e1bb04be237ea2b0ab,INDIGO PARIS,2067165,1035,EUR,2017-10-19 13:26:11,2017-10-23 01:45:50,,1
cb0896059e01c109526c9c1ee564287e,35715f7bf0990b2dd2a6eccfcb782c64,ELIOR41085OSEO,4213309,6000,EUR,2017-09-07 10:21:33,2017-09-08 12:11:29,,1
a61b85075af47cd0138aed36224ce211,54189e1c43c77b78fbc19f21bdcd8721,GLOBAL SERVICE CONCIER,22884425UGFITWA,46320,EUR,2017-05-16 14:28:26,2017-05-19 03:27:40,,1
6727c3f316cf3a05883e474012bd54dc,1cc9c2cc6a4bd1d821ef1e37e6d4bc53,STACK MAGAZINES,2288442PP0XIRKB,1350,EUR,2017-07-26 15:45:38,2017-07-31 15:57:11,,1
714349de24dc5c3678277d448788cb0d,4239f42473a793010c15308c8de699ef,CARREFOUR CONTACT,*48236012000026,2916,EUR,2017-05-07 10:39:05,2017-05-10 03:58:12,,1
e7e4ebea3abcde2c9c90ced46bf70313,3dfb7d1b636a14335347bb8196690d28,BURGER KING,*81990278400076,1740,EUR,2017-10-19 13:51:25,2017-10-23 01:10:39,,1
cb0896059e01c109526c9c1ee564287e,8c851808fc77e8b4f16596e768cffe3a,ADAGIO MAIS. ALF,3632064,7695,EUR,2017-09-14 17:48:07,2017-09-15 10:30:17,,1
e7e4ebea3abcde2c9c90ced46bf70313,1d94aa3e8a858cfa6272f189c326fc3e,MONOPRIX,04655174,9945,EUR,2017-10-23 19:05:56,2017-10-25 05:16:10,,1
8ed48224baea7f4204735480e9d828a9,c3738f3419b458581c37134df740621b,PHOCEA VTC,2288442BDJQ5IT4,1960,EUR,2017-07-05 19:02:19,,2017-07-05 19:03:54.355247,3
d30a4fa029dbfb165d6ec333bab35c2a,f6a13b031122b79c54d5298aff9744a0,TWILIO,000445376474992,26522,EUR,2017-07-04 15:50:37,2017-07-07 02:55:12,,1
cb0896059e01c109526c9c1ee564287e,e5255b8379a225f178be0c924ce9c98f,ELIOR41085OSEO,4213309,6000,EUR,2017-09-29 10:38:56,2017-10-02 10:05:42,,1
ad83f05b4eb6221d99e6f0dd0dfbcd7c,f68942e25021e19ab3be9731a8d1a176,CIBT VISA SERVICES,80288823,36392,EUR,2017-05-17 13:51:08,2017-05-18 03:16:17,,1
d30a4fa029dbfb165d6ec333bab35c2a,0e9ee2579af27bae260e1fd46e33ca57,TRAINLINE,4205282,8860,EUR,2017-05-16 21:44:50,2017-05-18 03:42:00,,1
d30a4fa029dbfb165d6ec333bab35c2a,1830f1cfeefdf3c081eeac5e53565b37,Cloudinary LTD,1702869,90,EUR,2017-05-17 10:09:18,2017-05-19 03:03:09,,1
02e1c2d021515d4849301b7a179b1c1c,257c330871341678b2fa8710503e65d9,TEL               M,14539561010,21900,EUR,2017-07-11 16:25:16,,2017-07-21 23:24:34.750209,3
2178b508f5829c7657591c6d447a8e15,57551d50d7e2466899c2f59e1a85b7d1,IMPEX FOOD,075332291600010,161748,EUR,2017-08-22 15:20:28,2017-08-25 04:07:12,,1
a61b85075af47cd0138aed36224ce211,4d08891af0e543ca8a8f010c67833980,LCL,497208300020754,20000,EUR,2017-07-08 23:01:18,2017-07-11 10:28:59,,1
0bcd6d9e20ffb8628d09243313f7a396,5333f8797076c4e8bd0b838d0458c680,GANDI,0214143,2448,EUR,2017-07-12 09:31:59,2017-07-13 11:32:48,,1
99cd8fa91bba2ba3fbd4ffb8543ccec1,c66c2b3560b0d9d4739f333c83380da0,SOCIETE.COM?,5827453,948,EUR,2017-07-10 19:41:00,2017-07-12 10:14:04,,1
c8cf91d203234fe84566cdd75fdf6eed,7c5fe8988bfb4e022ba5ce9b9348158c,AMENDE PVE TEL,2326190,1700,EUR,2017-07-11 09:03:49,2017-07-12 10:14:12,,1
a61b85075af47cd0138aed36224ce211,ff1b4f067bfb08596374da71567229ec,WWW.EDEBEX.COM,84378318,2500,EUR,2017-07-11 15:11:24,2017-07-13 03:41:37,,1
99cd8fa91bba2ba3fbd4ffb8543ccec1,20e1fbcd2264d5e77a6b1228b569f0b9,SOCIETE.COM?,5827453,948,EUR,2017-07-10 19:43:04,2017-07-12 10:14:04,,1
99cd8fa91bba2ba3fbd4ffb8543ccec1,3711d9208b619aaf8e949e551f87ae55,SOCIETE.COM?,5827453,948,EUR,2017-07-10 19:34:50,2017-07-12 10:14:03,,1
e7e4ebea3abcde2c9c90ced46bf70313,cb747de67320f45aeab7cb0e15e7a92f,BURGER KING,*81990278400076,350,EUR,2017-10-19 13:56:35,2017-10-23 01:10:39,,1
6fd8735d9b503091b73d46648551db94,50b52ba6ed73ae375db1ef0c11f8fe09,SNCF,0136939013,2140,EUR,2017-06-08 15:05:25,2017-06-16 14:00:32,,1
6fd8735d9b503091b73d46648551db94,c8e61cb255e17aba9bdcfe19682b4c94,NESPRESSO FRANC,4541197,7540,EUR,2017-05-17 05:07:17,2017-05-18 11:44:45,,1
c8cf91d203234fe84566cdd75fdf6eed,c5a23c3b1355ecf51d6d8f1ffc9693b2,AUTOROUTE DU SUD,0804990,2810,EUR,2017-10-28 10:08:16,2017-10-31 08:00:17,,1
6fd8735d9b503091b73d46648551db94,ba62855173e982c183fba10d4066e992,NESPRESSO FRANC,4541197,7200,EUR,2017-05-17 05:11:16,2017-05-18 11:44:43,,1
b7e1ac5fa883c3caf73600841686ba99,3be1abaf9dbb70a90a11c4a1ebcd1d27,Evernote,526567000002076,3600,EUR,2017-07-11 06:45:00,2017-07-14 03:06:49,,1
d90c88e25326d649bfa80c7fc3d5cc96,6c5752e1be8e19001ecc1cff1b6d5a37,E.LECLERC,8513833,753,EUR,2017-07-10 10:35:41,2017-07-11 10:29:16,,1
d30a4fa029dbfb165d6ec333bab35c2a,adba385b1f8dcac8246b661e715fa1d0,AUTOLIB',6242968,1000,EUR,2017-07-12 14:31:18,2017-07-13 10:32:46,,1
a61b85075af47cd0138aed36224ce211,b7410fab3fad4da2b1635b4c49c7440b,SEDOMICILIER,2288442E2ADO0CO,4776,EUR,2017-07-11 09:01:13,2017-07-14 03:26:37,,1
b37ec34fd745d146a6c9be738c35a69b,49f76439dc92fe058a74b928b81b2ac0,BP DAC NANTERRE,2489609,2735,EUR,2017-10-19 13:37:26,2017-10-20 11:31:33,,1
d90c88e25326d649bfa80c7fc3d5cc96,fff7956ecaaafa96572d657180a9cc9c,MYBOXMANCOM,2288442CB1KZHWT,1204,EUR,2017-07-11 16:18:38,,2017-07-18 16:18:56.394534,3
efa812454d34fabbd0f2182e0f94aa15,61f8c161566f336782249bab7d377c7e,INDIGO ENGHIE,2067394,290,EUR,2017-11-01 15:28:38,2017-11-03 08:36:20,,1
c8cf91d203234fe84566cdd75fdf6eed,ae97a491a150c9f5ae28faa25cdf2cc8,AMENDE PVE TEL,2326190,1700,EUR,2017-07-11 09:15:20,2017-07-12 10:14:13,,1
6f84490bd7ede03fce6e39396519dd02,160ef7db32f7e840a62b5005bdd1b63c,SARL LE DEPOT,3258518,4100,EUR,2017-10-16 11:08:27,2017-10-25 05:15:50,,1
5713b1421aa65ce0a6788eb13f753626,9bc44cb4d9ad6ede376378d913b8a3e3,MAISON DIXIE,2430389,11808,EUR,2017-10-23 19:17:12,2017-10-25 05:16:05,,1
d30a4fa029dbfb165d6ec333bab35c2a,dae461963ca6926b28e8efa9c7ae213b,Cloudinary LTD,1702869,22867,EUR,2017-05-01 10:06:38,2017-05-03 04:34:06,,1
d30a4fa029dbfb165d6ec333bab35c2a,733448d8ccfb204274611451af2cf780,TRAINLINE,4205282,4170,EUR,2017-04-28 16:20:58,2017-05-02 12:17:02,,1
d30a4fa029dbfb165d6ec333bab35c2a,624a0a84eb9ea0e927757b2bdb9c6516,Cloudinary LTD,1702869,94,EUR,2017-04-18 11:47:02,2017-04-18 10:48:33,,1
d30a9e7ebd7040162699b48928b4a718,5b20c4a4b69e34a0b1a27ba773f190bd,DA VITO,3878973,3800,EUR,2017-05-01 20:53:08,2017-05-02 17:51:13,,1
